Lp.,Numer EVN,Nr SAT,seria,Typ,Rok budowy,stacja postoju,masa konstrukcyjna (tony),Nr i nazwa części sprzedaży
9308,315153584836,7000038544,Eaos,CFR/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9309,825145454872,7000022844,Sgs,412ZaGn,1973,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9310,825145454468,7000022803,Sgs,412ZaGn,1981,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9311,315154960589,7000041541,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9312,315153514213,7000073901,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9313,315153504156,7000073792,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9314,315153811668,7000075189,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9315,315154959847,7000049267,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9316,315153812542,7000075264,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9317,825153742887,7000085722,Eaos,430W,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9318,825153741392,7000084983,Eaos,430W,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9319,315153619269,7000059853,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9320,825153290309,7000068625,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9321,315153642592,7000040558,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9322,315153516887,7000074081,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9323,315153406170,7000037536,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9324,315153623436,7000043585,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9325,315153407657,7000072359,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9326,315154987368,7000051180,Eaos,CFR/E,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9327,315154979902,7000050656,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9328,315153709805,7000065194,Eaos,CFR/E,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9329,315153546355,7000044751,Eaos,CFR/E,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9330,315153677333,7000063295,Eaos,CFR/E,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9331,825159556828,7000054086,Eas,401Wb,1974,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9332,825145455812,7000075884,Sgs,412ZaGn,1986,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9333,315145415180,7000019120,Sgs,412Z/Gn,1979,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9334,315147067377,7000021221,Smms,426Z,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9335,315147072153,7000021416,Smms,426Z,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9336,315147074506,7000021520,Smms,426Z,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9337,315153673910,7000041849,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9338,315153633674,7000042485,Eaos,412W,1989,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9339,315154960092,7000041625,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9340,315153503935,7000035234,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9341,315153582574,7000057226,Eaos,CSD/E,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9342,315153461787,7000039697,Eaos,CFR/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9343,825153352042,7000069023,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9344,315153466190,7000072151,Eaos,CFR/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9345,315153709193,7000065679,Eaos,CFR/E,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9346,315153815222,7000058155,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9347,315159763632,7000054689,Eas,408W,1981,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9348,315147060729,7000020978,Smms,426Z,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9349,315154982823,7000051463,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9350,315153570207,7000043137,Eaos,CSD/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9351,315153679206,7000063424,Eaos,CFR/E,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9352,315153575198,7000057353,Eaos,CSD/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9353,315153607694,7000039057,Eaos,CFR/E,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9354,315153815800,7000042248,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9355,315153695640,7000065174,Eaos,CSD/E,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9356,315154987665,7000037989,Eaos,CFR/E,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9357,315153467347,7000041331,Eaos,CFR/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9358,315154975785,7000050364,Eaos,CFR/E,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9359,315153592581,7000037091,Eaos,CFR/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9360,315153534294,7000044821,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9361,825153154901,7000066906,Eaos,409W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9362,315153620556,7000059946,Eaos,412Wb,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9363,315153515566,7000073988,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9364,315153574977,7000057341,Eaos,CSD/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9365,315153406576,7000072280,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9366,315153630761,7000060869,Eaos,412Wb,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9367,315154957924,7000034883,Eaos,CSD/E,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9368,315154998878,7000035954,Eaos,CSD/E,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9369,315153551876,7000055998,Eaos,CFR/E,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9370,315139460242,7000015649,Res,424Z,1985,Zajączkowo Tczewskie,24.00,IV - Rejon TORUŃ
9371,315153556552,7000056787,Eaos,CSD/E,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9372,315154980652,7000050712,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9373,315153535572,7000074708,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9374,315153406477,7000072276,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9375,825153357918,7000036389,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9376,315153402401,7000071976,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9377,825153365382,7000069498,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9378,825153180013,7000067428,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9379,315153519956,7000074303,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9380,315153617487,7000059710,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9381,315153670858,7000062833,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9382,315154962809,7000038923,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9383,315153517091,7000074097,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9384,315166663585,7000029016,Fals,448V,1977,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9385,315166543969,7000027794,Fals,WAP/Fs,1979,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9386,315166598773,7000032800,Fals,WAP/F,1977,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9387,315166501082,7000027070,Fals,WAP/Fs,1980,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9388,315145453017,7000003179,Sgs,412Z/Gn,1977,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9389,315145411544,7000018813,Sgs,412Z,1976,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9390,825145454542,7000022811,Sgs,412ZaGn,1978,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9391,825145455705,7000076034,Sgs,412ZaGn,1980,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9392,825145454278,7000022784,Sgs,412ZaGn,1981,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9393,315145452845,7000003162,Sgs,412Z/Gn,1975,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9394,315145406270,7000018428,Sgs,412Z/Gn,1976,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9395,315145414506,7000019052,Sgs,412Z,1975,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9396,825145456059,7000075744,Sgs,412ZaGn,1986,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9397,825145455044,7000076128,Sgs,412ZaGn,1974,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9398,315145414415,7000019043,Sgs,412Z,1974,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9399,825145454930,7000022850,Sgs,412ZaGn,1979,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9400,315145410702,7000018750,Sgs,412Z,1973,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9401,315147067112,7000021208,Smms,426Z,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9402,315153744836,7000045135,Eaos,430Wa,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9403,315154983268,7000037697,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9404,825153629696,7000039959,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9405,315153537511,7000074840,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9406,315154963534,7000049525,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9407,315154982021,7000050808,Eaos,412Wb,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9408,315153622008,7000040448,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9409,315153617172,7000059685,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9410,825153291471,7000068319,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9411,825153376702,7000069992,Eaos,401Wb,1981,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9412,825153128483,7000040424,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9413,315153819596,7000058108,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9414,315153515947,7000074018,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9415,315154979662,7000050635,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9416,315154959201,7000037551,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9417,825153299433,7000068587,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9418,315153615143,7000041874,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9419,315153402286,7000071967,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9420,315154981056,7000036293,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9421,315153653102,7000062278,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9422,315153126810,9100047236,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9423,315153408069,9100047553,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9424,315153535754,9100047116,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9425,315153632775,9100047202,Eaos,412W,1989,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9426,315154986469,9100047571,Eaos,CFR/E,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9427,825159766823,7000054779,Eas,408W,1981,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9428,315166347890,7000081813,Falns,440V,2003,Zajączkowo Tczewskie,26.50,IV - Rejon TORUŃ
9429,315166553257,7000028152,Fals,WAP/Fs,1978,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9430,315166502056,7000031240,Fals,WAP/Fs,1980,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9431,215123712782,7000010283,Hbikklls,221K,1985,Zajączkowo Tczewskie,17.50,IV - Rejon TORUŃ
9432,215133495402,7000011318,Kbs,210Z,1991,Zajączkowo Tczewskie,13.60,IV - Rejon TORUŃ
9433,315147070637,7000021334,Smms,426Z,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9434,315147070355,7000021327,Smms,426Z,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9435,315153622206,7000060062,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9436,825153629142,7000039823,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9437,825153622303,7000060069,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9438,315153675014,7000039819,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9439,315153616513,7000042442,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9440,825153342076,7000068750,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9441,315153670551,7000062815,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9442,315154965000,7000043687,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9443,315153505088,7000073857,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9444,825153130893,7000036709,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9445,825153195268,7000044286,Eaos,409W,1978,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9446,315153617537,7000039713,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9447,825153182365,7000067497,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9448,315153532611,7000074494,Eaos,401Wk,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9449,315153810876,7000075114,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9450,825153332614,7000070813,Eaos,408W,1977,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9451,825153492319,7000072623,Eaos,408W,1981,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9452,315153508843,7000073516,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9453,315153402005,7000071945,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9454,315153642030,7000037773,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9455,315154960217,7000049291,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9456,315153408473,7000072419,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9457,315153675329,7000044315,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9458,315153406899,7000072303,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9459,315153674421,7000063090,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9460,315153655164,7000062424,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9461,315153504149,7000073791,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9462,315153408689,7000072437,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9463,315153505021,7000073854,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9464,825153741301,7000084974,Eaos,430W,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9465,315166349110,7000082108,Falns,440V,2004,Zajączkowo Tczewskie,26.50,IV - Rejon TORUŃ
9466,315166534638,7000027480,Fals,WAP/Fs,1979,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9467,315166539975,7000027667,Fals,WAP/Fs,1979,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9468,315139451589,7000015031,Res,CSD/R,1984,Zajączkowo Tczewskie,24.00,IV - Rejon TORUŃ
9469,315153632056,7000060962,Eaos,412W,1989,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9470,315153624350,7000043480,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9471,315153818788,7000058437,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9472,315153672680,7000062964,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9473,315153402948,7000072015,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9474,315153538089,7000074881,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9475,825153186424,7000037021,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9476,315153650728,7000039680,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9477,315153644424,7000061661,Eaos,CFR/E,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9478,825153361993,7000069354,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9479,315153630167,7000060820,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9480,315153625530,7000060318,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9481,315153648144,7000061921,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9482,825153744040,7000085584,Eaos,430W,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9483,825153741434,7000084987,Eaos,430W,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9484,315153623154,7000042360,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9485,315153409968,7000075639,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9486,315153627809,7000060646,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9487,315154978805,7000050574,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9488,315159770892,7000055494,Eas,408W,1982,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9489,215134595333,7000011459,Kgns,212Z,1993,Zajączkowo Tczewskie,14.50,IV - Rejon TORUŃ
9490,315139452041,7000015057,Res,CSD/R,1984,Zajączkowo Tczewskie,24.00,IV - Rejon TORUŃ
9491,315139451324,7000015008,Res,CSD/R,1984,Zajączkowo Tczewskie,24.00,IV - Rejon TORUŃ
9492,825145454492,7000022806,Sgs,412ZaGn,1978,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9493,315145405553,7000018372,Sgs,412Z,1975,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9494,825145455671,7000076031,Sgs,412ZaGn,1978,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9495,315147074266,7000021510,Smms,426Z,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9496,315154961744,7000049395,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9497,315153515152,7000073959,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9498,825153740832,7000044993,Eaos,430W,2004,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9499,825153330295,7000065814,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9500,825153358411,7000037304,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9501,825153158068,7000067000,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9502,315153711652,7000046316,Eaos,CFR/E,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9503,315154968798,7000038680,Eaos,CFR/E,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9504,315153656105,7000037198,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9505,315153532058,7000075055,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9506,825153742317,7000085170,Eaos,430W,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9507,315153710431,7000065242,Eaos,CFR/E,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9508,825153743802,7000085560,Eaos,430W,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9509,825153740998,7000045009,Eaos,430W,2004,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9510,315154965224,7000049647,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9511,315153650447,7000062089,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9512,315166532079,7000031542,Fals,WAP/F,1975,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9513,315166672222,7000029253,Fals,452V,1978,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9514,315166500506,7000027046,Fals,WAP/Fs,1980,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9515,315166577710,7000028559,Fals,WAP/Fs,1974,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9516,315166542490,7000027749,Fals,WAP/Fs,1974,Zajączkowo Tczewskie,28.00,IV - Rejon TORUŃ
9517,315153536562,7000074780,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9518,315153628906,7000060726,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9519,315153533411,7000074554,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9520,315153404852,7000044403,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9521,315153535044,7000074671,Eaos,412W,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9522,315153404738,7000072146,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9523,315153331949,7000066047,Eaos,408W,1979,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9524,315153816113,7000058228,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9525,315153511391,7000073697,Eaos,412W,1983,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9526,315153617628,7000059721,Eaos,412W,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9527,825153352018,7000069021,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9528,825153281639,7000068007,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9529,315153815537,7000058183,Eaos,412W,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9530,315153674785,7000063114,Eaos,412W,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9531,315153356839,7000069187,Eaos,408W,1980,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9532,815153742532,7000085687,Eaos,430W,2005,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9533,825159685247,7000054286,Eas,401Wb,1973,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9534,315139458139,7000018330,Res,CSD/R,1985,Zajączkowo Tczewskie,24.00,IV - Rejon TORUŃ
9535,315145416972,7000019299,Sgs,412Z/Gn,1973,Zajączkowo Tczewskie,22.00,IV - Rejon TORUŃ
9536,315147053567,7000020919,Smms,426Z,1989,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9537,315147051942,7000020865,Smms,426Z,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9538,315147064465,7000021103,Smms,426Z,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9539,315147062279,7000022859,Smms,426Z,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9540,315147063665,7000021070,Smms,426Z,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9541,315147062600,7000021037,Smms,426Z,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9542,315147079760,7000021738,Smms,426Z,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9543,315153463643,7000038375,Eaos,CFR/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9544,315153582228,7000057204,Eaos,CSD/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9545,315153551900,7000056001,Eaos,CFR/E,1984,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9546,315153772530,7000047897,Eanos,423W,1997,Zajączkowo Tczewskie,24.00,IV - Rejon TORUŃ
9547,315153466034,7000038537,Eaos,CFR/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9548,315153600731,7000035360,Eaos,CFR/E,1987,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9549,315153715430,7000045990,Eaos,CFR/E,1988,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9550,315153650413,7000062086,Eaos,412W,1985,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
9551,315154955241,7000049051,Eaos,CSD/E,1986,Zajączkowo Tczewskie,20.00,IV - Rejon TORUŃ
