Lp.,Numer EVN,Nr SAT,seria,Typ,Rok budowy,stacja postoju,masa konstrukcyjna (tony),Nr i nazwa części sprzedaży
831,315153404183,7000072107,Eaos,412W,1987,Dęblin,20.00,I - Rejon LUBLIN
832,315153590478,7000057773,Eaos,CFR/E,1987,Dęblin,20.00,I - Rejon LUBLIN
833,315153816923,7000058290,Eaos,412W,1987,Dęblin,20.00,I - Rejon LUBLIN
834,815153545075,7000075376,Eaos,CSD/E,1984,Dęblin Towarowy ,20.00,I - Rejon LUBLIN
835,315153573110,7000056614,Eaos,CSD/E,1987,Dęblin Towarowy ,20.00,I - Rejon LUBLIN
836,215133496301,7000011398,Kbs,210Z,1992,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
837,215133495444,7000011322,Kbs,210Z,1991,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
838,215133495485,7000011325,Kbs,210Z,1991,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
839,215133495543,7000011328,Kbs,210Z,1991,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
840,215133495659,7000011337,Kbs,210Z,1991,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
841,215133495675,7000011339,Kbs,210Z,1991,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
842,215133495873,7000011357,Kbs,210Z,1991,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
843,215133496103,7000011379,Kbs,210Z,1992,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
844,215133496343,7000011401,Kbs,210Z,1992,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
845,415133030650,7000011729,Ks,24Z,1979,Dęblin Towarowy ,13.60,I - Rejon LUBLIN
846,815139452305,7000017879,Res,CSD/R,1984,Dęblin Towarowy ,24.00,I - Rejon LUBLIN
847,315153768074,7000047559,Eanos,415W,1996,Gdynia Port,24.00,IV - Rejon TORUŃ
848,315153693520,7000087562,Eaos,CFR/E,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
849,825153741699,7000085012,Eaos,430W,2005,Gdynia Port,20.00,IV - Rejon TORUŃ
850,825153740733,7000044983,Eaos,430W,2004,Gdynia Port,20.00,IV - Rejon TORUŃ
851,315153678083,7000063948,Eaos,CFR/E,1985,Gdynia Port,20.00,IV - Rejon TORUŃ
852,315153723533,7000046816,Eaos,CFR/E,1989,Gdynia Port,20.00,IV - Rejon TORUŃ
853,825153741566,7000084997,Eaos,430W,2005,Gdynia Port,20.00,IV - Rejon TORUŃ
854,315154983375,7000051505,Eaos,412W,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
855,315154983136,9100048115,Eaos,412W,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
856,215134597974,7000011717,Kgns,212Z,1996,Gdynia Port,14.50,IV - Rejon TORUŃ
857,215134595788,7000011501,Kgns,212Z,1993,Gdynia Port,14.50,IV - Rejon TORUŃ
858,825153742119,7000085150,Eaos,430W,2005,Gdynia Port,20.00,IV - Rejon TORUŃ
859,315153409372,7000072485,Eaos,412Wb,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
860,315153649167,7000061993,Eaos,412W,1985,Gdynia Port,20.00,IV - Rejon TORUŃ
861,315154978623,7000050564,Eaos,412W,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
862,315153460201,7000071294,Eaos,CFR/E,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
863,315153582731,7000057236,Eaos,CSD/E,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
864,315153570645,7000039952,Eaos,CSD/E,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
865,315153702982,7000041563,Eaos,CSD/E,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
866,315153468527,7000071711,Eaos,CFR/E,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
867,315153675790,7000043414,Eaos,412W,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
868,215134597867,7000011706,Kgns,212Z,1996,Gdynia Port,14.50,IV - Rejon TORUŃ
869,315154986758,7000051139,Eaos,CFR/E,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
870,315153637790,7000061192,Eaos,CSD/E,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
871,315153636347,7000061098,Eaos,CSD/E,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
872,315153603347,7000058692,Eaos,CFR/E,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
873,315153580180,7000057070,Eaos,CSD/E,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
874,315153635448,7000035280,Eaos,CSD/E,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
875,315153593068,7000058560,Eaos,CFR/E,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
876,315153630894,7000060876,Eaos,412W,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
877,315154974853,7000050908,Eaos,CFR/E,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
878,315153546991,7000075504,Eaos,CFR/E,1984,Gdynia Port,20.00,IV - Rejon TORUŃ
879,315154975611,7000050351,Eaos,CFR/E,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
880,315154988192,7000035519,Eaos,CFR/E,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
881,315153409232,7000036765,Eaos,412W,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
882,315153513231,7000040429,Eaos,412W,1983,Gdynia Port,20.00,IV - Rejon TORUŃ
883,315153672995,7000038830,Eaos,412W,1985,Gdynia Port,20.00,IV - Rejon TORUŃ
884,315153404670,7000072142,Eaos,412Wb,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
885,315145405934,7000018402,Sgs,412Z/Gn,1974,Gdynia Port,22.00,IV - Rejon TORUŃ
886,315154991626,7000052059,Eaos,CFR/E,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
887,315153714532,7000045922,Eaos,CFR/E,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
888,315153612140,7000059316,Eaos,CFR/E,1988,Gdynia Port,20.00,IV - Rejon TORUŃ
889,315153678091,7000063949,Eaos,CFR/E,1985,Gdynia Port,20.00,IV - Rejon TORUŃ
890,315154993143,7000041244,Eaos,CFR/E,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
891,315153577590,7000056899,Eaos,CSD/E,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
892,315154990289,7000051381,Eaos,CFR/E,1986,Gdynia Port,20.00,IV - Rejon TORUŃ
893,315153580719,7000057102,Eaos,CSD/E,1987,Gdynia Port,20.00,IV - Rejon TORUŃ
894,315153684123,7000063767,Eaos,CFR/E,1985,Gdynia Port,20.00,IV - Rejon TORUŃ
895,315166367773,7000081906,Falns,436V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
896,315166367005,7000081868,Falns,436V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
897,315166365116,7000026697,Falns,436V,1998,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
898,315166351702,7000002752,Falns,436V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
899,315166556672,7000032394,Fals,WAP/Fs,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
900,315166533952,7000027464,Fals,WAP/Fs,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
901,315166670218,7000029052,Fals,452V,1974,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
902,315166503807,7000027158,Fals,WAP/Fs,1980,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
903,315166543761,7000027786,Fals,WAP/Fs,1973,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
904,315166546053,7000027864,Fals,WAP/Fs,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
905,315166579286,7000028599,Fals,WAP/Fs,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
906,315166552499,7000028117,Fals,WAP/Fs,1979,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
907,315166661753,7000028833,Fals,448V,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
908,315166662934,7000028951,Fals,448V,1977,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
909,825166503250,7000031292,Fals,WAP/F,1980,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
910,825166599050,7000032824,Fals,WAP/F,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
911,315166548695,7000027964,Fals,WAP/Fs,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
912,315166662298,7000028887,Fals,448V,1977,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
913,315166670036,7000029034,Fals,452V,1980,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
914,315166502908,7000027136,Fals,WAP/Fs,1980,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
915,315166672172,7000029248,Fals,452V,1980,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
916,315127153270,7000011016,Hais,412Kc,1970,Gliwice,23.80,III - Rejon TARNOWSKIE GÓRY
917,315139453759,7000015182,Res,CSD/R,1984,Gliwice,24.00,III - Rejon TARNOWSKIE GÓRY
918,825153298799,7000068560,Eaos,401Wb,1980,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
919,315153504123,7000073789,Eaos,412W,1983,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
920,315153506540,7000073358,Eaos,412W,1983,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
921,825153127436,7000066441,Eaos,408W,1979,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
922,315159769845,7000054890,Eas,408W,1980,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
923,315166350183,7000002627,Falns,440V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
924,315166354987,7000082799,Falns,440V,2000,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
925,315166345142,7000086968,Falns,440V,2001,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
926,315166358855,7000083643,Falns,440V,2001,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
927,315166368672,7000082056,Falns,436V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
928,315166350191,7000002628,Falns,440V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
929,315166342222,7000084193,Falns,440V,2001,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
930,315166346512,7000026372,Falns,440V,2002,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
931,315166351991,7000086425,Falns,440V,2000,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
932,315166346934,7000026414,Falns,440V,2003,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
933,315166364283,7000026674,Falns,436V,1998,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
934,315166364846,7000081518,Falns,440V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
935,315166346736,7000026394,Falns,440V,2003,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
936,315166369597,7000082395,Falns,440V,2000,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
937,315166506644,7000027281,Fals,WAP/Fs,1980,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
938,315166539637,7000027654,Fals,WAP/Fs,1976,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
939,315166546806,7000032128,Fals,WAP/F,1976,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
940,315166554826,7000028212,Fals,WAP/Fs,1974,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
941,315166598682,7000032791,Fals,WAP/Fs,1976,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
942,315166504995,7000027215,Fals,WAP/Fs,1980,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
943,315166506776,7000027286,Fals,WAP/Fs,1980,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
944,315166543845,7000027789,Fals,WAP/Fs,1974,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
945,215133495758,7000011346,Kbs,210Z,1991,Gliwice,13.60,III - Rejon TARNOWSKIE GÓRY
946,215133495865,7000011356,Kbs,210Z,1991,Gliwice,13.60,III - Rejon TARNOWSKIE GÓRY
947,215133495204,7000011301,Kbs,210Z,1991,Gliwice,13.60,III - Rejon TARNOWSKIE GÓRY
948,825153331566,7000065991,Eaos,408W,1979,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
949,825153289087,7000068252,Eaos,408W,1980,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
950,315153286952,7000068174,Eaos,408W,1980,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
951,825153332465,7000054628,Eaos,408W,1979,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
952,315153593183,7000058568,Eaos,CFR/E,1987,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
953,825153389168,7000070718,Eaos,401Wk,1976,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
954,315154977419,7000050480,Eaos,412W,1986,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
955,315153678505,7000063376,Eaos,CFR/E,1985,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
956,315153700036,7000064866,Eaos,CSD/E,1986,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
957,315153408622,7000072431,Eaos,412W,1987,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
958,315153626868,7000060568,Eaos,412W,1988,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
959,315153632379,7000060449,Eaos,412Wb,1989,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
960,315153513397,7000074443,Eaos,412W,1983,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
961,315153673118,7000062997,Eaos,412W,1985,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
962,315153627288,7000060605,Eaos,412Wb,1988,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
963,315153584414,7000057961,Eaos,CFR/E,1987,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
964,315153407830,7000072372,Eaos,412W,1987,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
965,315153643152,7000062172,Eaos,CFR/E,1985,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
966,315154993168,7000037594,Eaos,CFR/E,1986,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
967,315154988937,7000035405,Eaos,CFR/E,1986,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
968,315153573631,7000038267,Eaos,CSD/E,1987,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
969,315166341596,7000084134,Falns,440V,2001,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
970,315166368581,7000082047,Falns,436V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
971,315166341042,7000084079,Falns,440V,2001,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
972,315166343584,7000084534,Falns,440V,2001,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
973,315166348005,7000081977,Falns,440V,2003,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
974,315153651254,7000062749,Eaos,412W,1985,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
975,315166350449,7000082344,Falns,440V,2000,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
976,315166367526,7000081475,Falns,436V,1999,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
977,315166357659,7000083545,Falns,440V,2000,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
978,315166349516,7000082138,Falns,440V,2003,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
979,315166343196,7000084495,Falns,440V,2001,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
980,315166365090,7000026695,Falns,436V,1998,Gliwice,26.50,III - Rejon TARNOWSKIE GÓRY
981,315166545261,7000027837,Fals,WAP/Fs,1976,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
982,315166534711,7000031644,Fals,WAP/Fs,1976,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
983,315166534596,7000027478,Fals,WAP/Fs,1976,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
984,315166575185,7000028465,Fals,WAP/Fs,1977,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
985,315166533994,7000031616,Fals,WAP/Fs,1976,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
986,315166511206,7000027353,Fals,WAP/Fs,1974,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
987,315166542185,7000027739,Fals,WAP/Fs,1979,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
988,315166577579,7000028553,Fals,WAP/Fs,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
989,315166555435,7000028240,Fals,WAP/Fs,1979,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
990,315166541526,7000027716,Fals,WAP/F,1975,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
991,315166662256,7000028883,Fals,448V,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
992,315166661787,7000028836,Fals,448V,1975,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
993,315166661662,7000028824,Fals,448V,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
994,315166596967,7000032647,Fals,WAP/F,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
995,825166512467,7000031509,Fals,WAP/F,1977,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
996,315166576621,7000028517,Fals,WAP/Fs,1978,Gliwice,28.00,III - Rejon TARNOWSKIE GÓRY
997,215133495931,7000011363,Kbs,210Z,1991,Gliwice,13.60,III - Rejon TARNOWSKIE GÓRY
998,315139457776,7000015463,Res,CSD/R,1985,Gliwice,24.00,III - Rejon TARNOWSKIE GÓRY
999,315139457313,7000015428,Res,424Z,1985,Gliwice,24.00,III - Rejon TARNOWSKIE GÓRY
1000,315139446803,7000014699,Res,424Z,1984,Gliwice,24.00,III - Rejon TARNOWSKIE GÓRY
1001,315139475448,7000016642,Res,424Z,1988,Gliwice,24.00,III - Rejon TARNOWSKIE GÓRY
1002,315139466892,7000016095,Res,424Z,1986,Gliwice,24.00,III - Rejon TARNOWSKIE GÓRY
1003,315139455523,7000015305,Res,CSD/R,1985,Gliwice,24.00,III - Rejon TARNOWSKIE GÓRY
1004,315147079455,7000021728,Smms,426Z,1987,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
1005,815147075031,7000022690,Smms,426Z,1986,Gliwice,20.00,III - Rejon TARNOWSKIE GÓRY
1006,315153653912,7000062337,Eaos,412W,1985,Głogów,20.00,VI - Rejon WROCŁAW
1007,315166368078,7000081936,Falns,436V,1999,Głogów,26.50,VI - Rejon WROCŁAW
1008,315166558744,7000028367,Fals,WAP/Fs,1978,Głogów,28.00,VI - Rejon WROCŁAW
1009,315166503823,7000031321,Fals,WAP/Fs,1980,Głogów,28.00,VI - Rejon WROCŁAW
1010,315166670424,7000029073,Fals,452V,1975,Głogów,28.00,VI - Rejon WROCŁAW
1011,315166537318,7000031739,Fals,WAP/F,1975,Głogów,28.00,VI - Rejon WROCŁAW
1012,315166547820,7000027930,Fals,WAP/Fs,1976,Głogów,28.00,VI - Rejon WROCŁAW
1013,315166535007,7000031652,Fals,WAP/Fs,1979,Głogów,28.00,VI - Rejon WROCŁAW
1014,315166579229,7000028596,Fals,WAP/Fs,1977,Głogów,28.00,VI - Rejon WROCŁAW
1015,315166598427,7000032771,Fals,WAP/F,1978,Głogów,28.00,VI - Rejon WROCŁAW
1016,315166670861,7000029117,Fals,452V,1978,Głogów,28.00,VI - Rejon WROCŁAW
1017,315166663346,7000028992,Fals,448V,1976,Głogów,28.00,VI - Rejon WROCŁAW
1018,825166599688,7000032883,Fals,WAP/F,1980,Głogów,28.00,VI - Rejon WROCŁAW
1019,315139456521,7000015371,Res,CSD/R,1985,Głogów,24.00,VI - Rejon WROCŁAW
1020,315127152702,7000010959,Hais,412Kc,1977,Gniezno,23.80,II - Rejon SZCZECIN
1021,315127152520,7000010941,Hais,412Kc,1975,Gniezno,23.80,II - Rejon SZCZECIN
1022,315127152769,7000010965,Hais,412Kc,1975,Gniezno,23.80,II - Rejon SZCZECIN
1023,315127152694,7000010958,Hais,412Kc,1974,Gniezno,23.80,II - Rejon SZCZECIN
1024,315127152439,7000010932,Hais,412Kc,1976,Gniezno,23.80,II - Rejon SZCZECIN
1025,315127151274,7000010817,Hais,412K,1974,Gniezno,23.80,II - Rejon SZCZECIN
1026,315127153577,7000011046,Hais,412Kc,1968,Gniezno,23.80,II - Rejon SZCZECIN
1027,315127153437,7000011032,Hais,412Kc,1974,Gniezno,23.80,II - Rejon SZCZECIN
1028,215133496483,7000011414,Kbs,210Z,1992,Gniezno,13.60,II - Rejon SZCZECIN
1029,215133495998,7000011369,Kbs,210Z,1991,Gniezno,13.60,II - Rejon SZCZECIN
1030,215133496467,7000011412,Kbs,210Z,1992,Gniezno,13.60,II - Rejon SZCZECIN
1031,315139455481,7000015302,Res,CSD/R,1985,Gniezno,24.00,II - Rejon SZCZECIN
1032,315139452579,7000015092,Res,CSD/R,1984,Gniezno,24.00,II - Rejon SZCZECIN
1033,315139453908,7000015194,Res,CSD/R,1984,Gniezno,24.00,II - Rejon SZCZECIN
1034,315139458238,7000015496,Res,CSD/R,1985,Gniezno,24.00,II - Rejon SZCZECIN
1035,315153623279,7000060143,Eaos,412W,1988,Gniezno,20.00,II - Rejon SZCZECIN
1036,825153157466,7000066977,Eaos,408W,1979,Gniezno,20.00,II - Rejon SZCZECIN
1037,315153502069,7000038644,Eaos,408W,1982,Gniezno,20.00,II - Rejon SZCZECIN
1038,825153743687,7000085548,Eaos,430W,2005,Gniezno,20.00,II - Rejon SZCZECIN
1039,825153740618,7000044971,Eaos,430W,2004,Gniezno,20.00,II - Rejon SZCZECIN
1040,825153742051,7000085144,Eaos,430W,2005,Gniezno,20.00,II - Rejon SZCZECIN
1041,315153621612,7000060021,Eaos,412W,1988,Gniezno,20.00,II - Rejon SZCZECIN
1042,825153742580,7000085692,Eaos,430W,2005,Gniezno,20.00,II - Rejon SZCZECIN
1043,825153741269,7000084970,Eaos,430W,2005,Gniezno,20.00,II - Rejon SZCZECIN
1044,315153627817,7000060647,Eaos,412W,1988,Gniezno,20.00,II - Rejon SZCZECIN
1045,825153743307,7000045032,Eaos,430W,2005,Gniezno,20.00,II - Rejon SZCZECIN
1046,825159618867,7000054194,Eas,401Wb,1972,Gniezno,20.00,II - Rejon SZCZECIN
1047,315166671745,7000029205,Fals,452V,1974,Gniezno,28.00,II - Rejon SZCZECIN
1048,315127152389,7000010927,Hais,412Kc,1973,Gniezno,23.80,II - Rejon SZCZECIN
1049,315127152793,7000010968,Hais,412Kc,1973,Gniezno,23.80,II - Rejon SZCZECIN
1050,315127152447,7000010933,Hais,412Kc,1972,Gniezno,23.80,II - Rejon SZCZECIN
1051,315127151407,7000010830,Hais,412K,1971,Gniezno,23.80,II - Rejon SZCZECIN
1052,315127151761,7000010866,Hais,412Kc,1968,Gniezno,23.80,II - Rejon SZCZECIN
1053,315127151217,7000010811,Hais,412K,1972,Gniezno,23.80,II - Rejon SZCZECIN
1054,215133495626,7000011335,Kbs,210Z,1991,Gniezno,13.60,II - Rejon SZCZECIN
1055,315139458444,7000015512,Res,CSD/R,1985,Gniezno,24.00,II - Rejon SZCZECIN
1056,315139453973,7000015199,Res,CSD/R,1985,Gniezno,24.00,II - Rejon SZCZECIN
1057,315139457222,7000015421,Res,CSD/R,1985,Gniezno,24.00,II - Rejon SZCZECIN
1058,315139456232,7000015353,Res,CSD/R,1985,Gniezno,24.00,II - Rejon SZCZECIN
1059,315139472171,7000016424,Res,424Z,1987,Gniezno,24.00,II - Rejon SZCZECIN
1060,315139464046,7000015903,Res,424Z,1986,Gniezno,24.00,II - Rejon SZCZECIN
1061,315127153924,7000011081,Hais,412Kc,1970,Gniezno,23.80,II - Rejon SZCZECIN
1062,315127154104,7000011099,Hais,412Kc,1974,Gniezno,23.80,II - Rejon SZCZECIN
1063,315127151233,7000010813,Hais,412K,1973,Gniezno,23.80,II - Rejon SZCZECIN
1064,315127154880,7000011177,Hais,412Kc,1977,Gniezno,23.80,II - Rejon SZCZECIN
1065,315146361078,7000020103,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1066,315146361136,7000020109,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1067,315146360161,7000020012,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1068,315146361094,7000020105,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1069,315146361235,7000020119,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1070,315146361201,7000020116,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1071,315146360005,7000019996,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1072,315146361045,7000020100,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1073,315146360948,7000020090,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1074,315146360898,7000020085,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1075,315146360146,7000020010,Sikkps,426Sa,1999,Gniezno,32.40,II - Rejon SZCZECIN
1076,315153165941,7000067204,Eaos,408W,1979,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1077,315153673035,7000062992,Eaos,412W,1985,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1078,315153590627,7000057784,Eaos,CFR/E,1987,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1079,315166358103,7000083661,Falns,440V,2001,Gorlice Zagórzany,26.50,VII - Rejon ZABRZEG
1080,315166349581,7000082289,Falns,440V,2004,Gorlice Zagórzany,26.50,VII - Rejon ZABRZEG
1081,315166347221,7000026443,Falns,440V,2003,Gorlice Zagórzany,26.50,VII - Rejon ZABRZEG
1082,315166343881,7000084564,Falns,440V,2001,Gorlice Zagórzany,26.50,VII - Rejon ZABRZEG
1083,315166350035,7000086408,Falns,440V,2000,Gorlice Zagórzany,26.50,VII - Rejon ZABRZEG
1084,315139475208,7000016625,Res,424Z,1988,Gorlice Zagórzany,24.00,VII - Rejon ZABRZEG
1085,315139470282,7000016310,Res,424Z,1987,Gorlice Zagórzany,24.00,VII - Rejon ZABRZEG
1086,315139461695,7000015746,Res,424Z,1985,Gorlice Zagórzany,24.00,VII - Rejon ZABRZEG
1087,315147063681,7000021072,Smms,426Z,1987,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1088,315147077541,7000021647,Smms,426Z,1986,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1089,315147079133,7000021713,Smms,426Z,1987,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1090,315153407954,7000072382,Eaos,412W,1987,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1091,315153627965,7000044755,Eaos,412W,1988,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1092,315153465226,7000071109,Eaos,CFR/E,1987,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1093,315153612181,7000059319,Eaos,CFR/E,1988,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
1094,315153588662,7000057652,Eaos,CFR/E,1987,Gorlice Zagórzany,20.00,VII - Rejon ZABRZEG
